  ,Data                       ,clordID          ,Operação ,Status  ,Preço de compra ,Preço de venda esperado ,Preço venda real ,USDT               ,BTC-USDT               ,Lucro (%)           ,Lucro Acum.(%)
0 ,2024-01-20 23:24:13.517862 ,1705793052BTCMM1 ,Compra   ,Aberto  ,            0.0 ,               0.0      ,             0.0 ,10.0               ,0.0                    ,0.0                 ,0.0
1 ,2024-01-20 23:51:31.524906 ,1705793052BTCMM1 ,Compra   ,Fechado ,        41636.9 ,           41714.344634 ,             0.0 , 9.999934273000001 ,0.00023997786399999999 ,0.0                 ,0.0
2 ,2024-01-20 23:51:33.061438 ,1705794691BTCMT1 ,Venda    ,Aberto  ,        41636.9 ,           41714.344634 ,             0.0 , 9.999934273000001 ,0.00023997786399999999 ,0.0                 ,0.0
3 ,2024-01-21 00:05:36.355211 ,1705794691BTCMT1 ,Venda    ,Fechado ,        41636.9 ,           41714.344634 ,         41714.4 ,10.010204568       ,7.863999999991765e-09  ,0.1027036250401139  ,0.10204568000000691
4 ,2024-01-21 00:05:39.062570 ,1705795537BTCMM1 ,Compra   ,Aberto  ,        41636.9 ,           41714.344634 ,         41714.4 ,10.010204568       ,7.863999999991765e-09  ,0.1027036250401139  ,0.10204568000000691
5 ,2024-01-21 00:31:15.579370 ,1705795537BTCMM1 ,Compra   ,Fechado ,        41644.7 ,           41722.159142 ,         41714.4 ,10.010136539       ,0.000240177704         ,0.1027036250401139  ,0.10204568000000691
6 ,2024-01-21 00:31:17.101929 ,1705797075BTCMT1 ,Venda    ,Aberto  ,        41644.7 ,           41722.159142 ,         41714.4 ,10.010136539       ,0.000240177704         ,0.1027036250401139  ,0.10204568000000691
7 ,2024-01-21 01:41:23.525024 ,1705797075BTCMT1 ,Venda    ,Fechado ,        41644.7 ,           41722.159142 ,         41722.2 ,10.020420774       ,7.704000000007677e-09  ,0.10273820901375728 ,0.20420773999999753
8 ,2024-01-21 01:41:25.938179 ,1705801284BTCMM1 ,Compra   ,Aberto  ,        41644.7 ,           41722.159142 ,         41722.2 ,10.020420774       ,7.704000000007677e-09  ,0.10273820901375728 ,0.20420773999999753
